Unnamed: 0,district,roomnum,hall,AREA,C_floor,floor_num,school,subway,per_price
228668003,longhua,3,2,81.45,low,37,1,1,7.7103
228882158,longhua,6,3,297.3,middle,18,1,1,8.409
228922184,longhua,3,2,80.37,high,31,1,1,7.7143
228965277,longhua,2,2,64.92,high,25,0,1,6.4387
226081211,longhua,3,2,91.1,middle,18,1,1,5.6861
228172891,longhua,3,1,87.7,high,30,1,1,9.122
228781380,longhua,2,2,76.0,high,24,1,0,5.6053
227863866,longhua,2,2,72.83,middle,18,1,1,5.2176
228309346,longhua,5,2,140.86,high,11,1,1,5.5232
228889245,longhua,3,2,88.4,low,33,1,1,6.1652
227056825,longhua,4,2,99.9,high,24,1,1,5.3554
228889681,longhua,3,2,88.2,high,29,0,0,5.3968
228849876,longhua,3,2,85.3,middle,7,1,1,3.9508
228968286,longhua,2,2,68.0,low,22,1,0,4.8529
227931776,longhua,3,2,88.6,low,31,0,0,4.7178
227268533,longhua,3,2,84.52,high,34,1,1,10.4117
228955601,longhua,3,2,91.5,low,16,0,1,6.3388
225936694,longhua,3,2,89.0,high,30,0,1,6.382
227644399,longhua,4,2,86.36,middle,38,1,1,8.3951
228158972,longhua,3,2,89.2,middle,38,1,1,7.1749
228850009,longhua,3,1,43.7,high,21,1,1,8.1922
227402459,longhua,4,2,189.8,high,15,1,0,4.4784
227781087,longhua,5,2,140.7,high,17,1,1,5.6716
227394589,longhua,3,1,88.7,middle,32,1,1,7.6099
227278958,longhua,4,2,87.31,low,29,1,1,7.8914
228962702,longhua,3,2,86.2,low,33,1,0,4.4664
228327853,longhua,3,2,77.9,low,27,1,1,5.2632
224591566,longhua,3,2,86.3,middle,33,1,0,4.5017
228418540,longhua,4,4,274.56,low,26,1,1,7.6486
228349618,longhua,2,1,33.84,high,31,0,1,9.8995
228840290,longhua,2,2,68.94,high,12,1,1,6.0923
227393615,longhua,2,2,64.0,low,25,0,1,6.25
227599317,longhua,1,1,36.8,low,13,1,1,5.9783
228902486,longhua,2,2,75.6,middle,30,1,1,8.1614
227399671,longhua,3,2,77.44,high,32,1,1,7.9804
228727481,longhua,1,1,36.8,low,13,1,1,6.5217
228874774,longhua,3,2,88.5,low,16,0,0,6.2147
227551349,longhua,3,2,84.39,middle,32,1,1,6.0434
227394553,longhua,3,1,88.7,middle,32,0,1,8.0609
228231882,longhua,3,2,85.0,middle,33,1,0,5.0588
228712896,longhua,3,2,85.56,low,8,1,1,4.8855
228755627,longhua,3,2,88.19,low,33,1,0,5.1593
227707409,longhua,3,2,88.7,middle,32,1,1,7.6437
228890940,longhua,3,2,116.82,middle,27,1,1,5.1361
228968240,longhua,4,2,138.24,middle,33,1,1,4.702
228962386,longhua,3,1,88.82,high,30,0,1,7.5996
228954084,longhua,3,2,75.0,high,29,0,0,5.3333
227627304,longhua,3,2,89.2,middle,33,1,1,8.1614
227399691,longhua,3,2,77.44,high,32,1,1,7.9804
228966597,longhua,3,2,82.7,high,16,0,0,4.0508
228823933,longhua,2,2,75.9,middle,25,1,0,5.2964
226304297,longhua,2,2,68.67,middle,17,0,0,3.6843
228731436,longhua,2,2,70.0,low,33,0,0,4.5714
228777263,longhua,3,2,80.6,high,30,0,1,10.3226
227204338,longhua,4,2,249.0,high,4,1,1,6.9478
227707441,longhua,2,1,71.47,middle,32,1,1,7.4857
228579090,longhua,1,1,47.1,high,31,0,0,5.414
228968376,longhua,2,2,72.0,middle,8,0,1,4.6111
228136504,longhua,2,2,66.4,middle,30,1,1,9.1265
228568900,longhua,5,2,126.13,low,33,1,0,6.3427
227638738,longhua,3,2,89.8,high,28,1,1,7.8842
228027243,longhua,3,1,81.05,low,48,1,1,7.8964
226208448,longhua,4,2,89.0,high,31,1,0,6.5169
228541465,longhua,3,1,83.99,high,31,1,1,8.0962
228636132,longhua,2,2,62.0,low,28,1,1,8.4677
227601595,longhua,3,2,78.4,low,25,0,1,5.9821
228487590,longhua,3,2,87.54,low,30,1,1,11.4233
228541468,longhua,4,2,89.37,middle,31,1,1,8.0564
228978185,longhua,3,2,88.1,middle,33,0,0,4.8808
228564291,longhua,3,2,91.3,low,8,1,1,3.8335
228266397,longhua,4,2,113.37,high,31,1,1,5.116
227948142,longhua,3,1,43.7,high,21,1,1,8.1922
228964817,longhua,1,1,32.8,middle,8,0,1,4.878
228564071,longhua,3,2,97.3,low,8,0,1,3.9054
228892281,longhua,3,2,89.3,middle,33,1,1,7.2788
228058485,longhua,2,2,75.0,middle,6,1,0,4.7867
227735632,longhua,3,2,94.61,high,18,1,1,5.2849
227858726,longhua,3,2,96.65,middle,16,1,0,4.8422
228899809,longhua,3,1,78.0,low,7,0,1,4.6154
228621350,longhua,3,2,88.2,middle,34,1,1,10.0907
227130546,longhua,2,2,76.0,high,7,1,1,4.7237
228784663,longhua,2,2,77.0,middle,15,0,0,5.3247
228890253,longhua,6,2,181.43,middle,16,1,1,6.0629
228981649,longhua,3,2,86.4,low,33,1,0,4.537
227563397,longhua,4,2,99.77,low,11,1,1,5.8134
228520670,longhua,3,2,89.02,low,18,1,1,7.4141
227611025,longhua,1,2,44.8,high,32,0,1,8.8839
227766672,longhua,2,2,70.21,low,24,0,1,5.9821
228621463,longhua,3,2,75.0,high,33,1,1,7.5333
228750134,longhua,1,1,40.5,middle,13,1,1,5.3827
227852486,longhua,1,0,26.7,high,13,1,1,5.9925
228949703,longhua,4,2,129.2,middle,31,1,1,9.7523
228231885,longhua,4,2,84.8,middle,33,1,0,5.3066
227261669,longhua,2,2,62.0,low,28,1,1,8.3871
228962598,longhua,3,2,69.2,high,11,1,1,6.5029
226857369,longhua,2,2,66.9,middle,33,1,1,8.2212
227108973,longhua,1,0,32.0,middle,17,1,0,4.0625
227312797,longhua,3,2,89.8,high,34,1,1,7.7394
227544119,longhua,2,1,73.96,high,25,1,0,6.2196
227782379,longhua,3,2,88.7,middle,32,1,1,7.6437
227523856,longhua,3,2,86.35,middle,33,1,0,4.6555
227964372,longhua,3,1,109.74,middle,18,0,1,5.7408
227953462,longhua,3,2,89.5,middle,25,0,1,6.1453
228965160,longhua,3,2,71.3,middle,24,0,1,5.1192
226749554,longhua,2,2,65.7,high,7,1,1,5.1598
226948133,longhua,3,2,88.26,low,30,1,1,8.0444
227401936,longhua,4,2,190.3,high,16,1,0,4.6243
228834955,longhua,1,1,50.9,middle,23,1,1,8.5462
228738283,longhua,3,2,78.1,high,27,1,1,5.3777
228915973,longhua,3,2,89.4,low,33,1,1,6.1521
228220770,longhua,4,2,116.0,low,7,0,1,3.7931
228885961,longhua,2,2,78.6,low,16,1,0,5.2163
228962338,longhua,4,2,130.24,low,36,1,1,8.3692
228874601,longhua,3,2,114.69,middle,17,0,0,4.2375
228584766,longhua,5,1,136.56,low,33,1,1,5.6385
228390393,longhua,3,2,102.2,middle,24,1,0,5.6751
227610804,longhua,4,2,121.22,low,18,1,1,6.979
228910775,longhua,3,2,69.0,high,11,1,1,7.0
227861498,longhua,3,1,89.43,high,24,0,1,6.9887
227304982,longhua,4,2,86.36,middle,38,1,1,7.4108
228835110,longhua,2,2,61.3,low,32,1,1,7.9119
228737584,longhua,4,2,106.0,middle,33,1,1,8.1132
228888170,longhua,2,2,77.0,middle,15,0,0,5.3247
228970295,longhua,3,2,88.5,middle,29,0,0,5.8305
228472989,longhua,3,2,88.3,middle,37,0,0,4.7565
228578925,longhua,3,2,80.6,middle,31,0,0,5.4342
227952895,longhua,3,2,76.0,middle,31,0,0,4.4737
227860638,longhua,4,2,119.7,high,28,1,1,7.1011
228884158,longhua,3,2,89.72,low,33,1,1,7.0218
228900511,longhua,3,2,81.7,low,48,1,1,6.4382
228579215,longhua,2,2,71.1,high,8,0,1,4.4304
228621445,longhua,4,2,113.9,high,33,1,1,7.5944
228597201,longhua,7,2,326.0,low,3,1,0,8.589
227970782,longhua,3,2,83.83,high,28,1,1,7.1335
227844161,longhua,2,1,51.5,high,25,1,1,7.3786
228930901,longhua,4,2,106.0,low,31,0,0,5.1887
227402182,longhua,3,2,88.26,low,30,1,1,8.0444
228890974,longhua,2,2,49.42,middle,18,0,1,6.1716
228869214,longhua,3,2,75.0,middle,29,0,0,5.68
228510469,longhua,2,2,75.9,middle,25,1,0,5.5072
227997433,longhua,2,2,74.9,middle,24,0,0,4.2056
228889955,longhua,3,2,84.0,middle,27,0,0,5.5952
228765182,longhua,1,1,48.43,high,30,1,1,7.4334
228849486,longhua,3,2,73.5,middle,17,1,1,5.6463
228968252,longhua,3,2,84.39,middle,32,1,1,6.0434
228858221,longhua,3,2,83.56,high,22,0,1,3.0876
227513820,longhua,3,1,78.2,high,27,1,1,5.3708
227643203,longhua,2,2,66.9,low,30,0,1,5.8296
226857165,longhua,4,2,115.7,low,33,1,1,8.2109
227858813,longhua,4,2,136.14,low,34,1,1,6.8312
228477133,longhua,2,2,64.9,middle,35,0,1,5.547
227281089,longhua,1,1,35.8,high,12,0,1,6.648
228264330,longhua,2,2,33.8,low,31,0,1,8.5799
227356023,longhua,3,2,107.17,low,11,1,1,5.7852
224615847,longhua,1,1,41.5,high,17,1,0,4.747
228308844,longhua,3,2,158.7,low,7,0,0,4.2848
228709747,longhua,4,2,108.5,low,33,0,0,4.6083
227782223,longhua,3,1,96.65,middle,16,1,0,4.9664
227263839,longhua,4,2,143.8,middle,33,1,1,8.7622
227342958,longhua,3,2,88.0,middle,31,0,0,4.6591
228668028,longhua,4,2,127.27,low,48,1,1,6.993
228980064,longhua,3,2,91.0,high,6,1,1,4.8022
228524786,longhua,4,2,93.7,high,19,1,1,5.7631
228391238,longhua,4,2,87.0,high,31,0,0,4.7126
228961814,longhua,3,2,118.24,high,36,1,1,8.1867
228974823,longhua,3,2,86.4,high,33,1,0,4.537
228601387,longhua,4,2,131.7,middle,8,1,0,6.6819
228634443,longhua,2,2,77.9,high,30,1,1,7.4454
227840113,longhua,3,2,88.54,middle,18,1,0,5.1954
228165301,longhua,2,2,72.8,middle,33,0,0,4.6566
226997367,longhua,3,2,88.4,low,31,1,1,8.6878
228924047,longhua,4,2,89.43,high,31,1,1,8.1069
226617389,longhua,3,1,88.61,low,28,1,1,10.7211
228620728,longhua,3,2,88.9,middle,39,1,1,10.6299
227861778,longhua,3,2,89.3,middle,33,1,1,7.6148
228729803,longhua,3,2,89.3,low,7,1,1,5.1064
227130222,longhua,3,2,69.6,high,11,1,1,6.4224
228894241,longhua,2,2,76.6,middle,6,1,0,4.4386
227127009,longhua,2,2,72.9,middle,32,0,0,4.9383
227855903,longhua,2,2,78.6,high,16,1,0,5.4071
228668240,longhua,2,2,77.7,middle,15,1,0,5.3668
228889857,longhua,4,2,89.9,high,33,1,1,7.119
228721418,longhua,2,2,80.9,middle,25,1,0,5.377
227951517,longhua,4,2,99.7,low,11,1,1,5.2658
227905676,longhua,2,2,75.6,middle,30,1,1,8.0026
228147427,longhua,3,2,87.1,low,32,1,1,6.085
228968291,longhua,3,2,116.0,middle,32,1,1,5.3448
228731463,longhua,3,2,78.6,middle,33,1,0,4.8346
228355739,longhua,2,2,69.96,low,22,1,0,4.3739
228377786,longhua,4,2,87.0,high,31,0,0,4.7126
228579501,longhua,1,1,40.61,high,13,1,1,5.2943
227538723,longhua,2,1,73.96,high,25,1,0,5.6111
228967924,longhua,3,2,87.1,high,32,1,1,5.7405
227638686,longhua,2,2,69.2,low,13,1,1,6.2139
228733010,longhua,4,2,136.14,low,34,1,1,7.3454
228783168,longhua,3,2,88.0,middle,25,1,0,5.5682
226949841,longhua,4,2,120.5,middle,7,0,1,5.6846
228564662,longhua,1,1,37.81,middle,11,1,0,5.2632
227553560,longhua,2,1,56.2,high,16,0,1,6.6014
228307549,longhua,3,2,89.1,low,48,1,1,8.1706
228345302,longhua,4,2,89.82,high,32,1,1,7.426
228446872,longhua,3,2,105.06,high,18,1,1,5.4255
228952996,longhua,3,2,74.96,high,24,1,1,10.1788
227840094,longhua,4,2,134.91,middle,18,1,0,5.2628
228893660,longhua,3,2,86.3,low,33,1,0,4.635
227510285,longhua,2,2,37.0,high,5,1,0,5.8108
228096876,longhua,3,2,79.3,middle,33,1,0,4.4767
228973894,longhua,3,2,112.9,middle,32,1,0,4.6058
228368202,longhua,3,2,89.3,low,10,0,0,4.9272
227858460,longhua,4,2,132.67,middle,32,1,1,6.4822
228961755,longhua,3,2,88.6,low,30,0,1,6.7494
228552046,longhua,2,2,66.9,low,33,1,1,8.2212
228027210,longhua,3,2,82.36,high,48,1,1,8.135
228568147,longhua,3,2,89.1,high,28,0,1,8.2604
228776226,longhua,3,2,86.5,middle,32,1,0,5.2023
228968703,longhua,3,2,78.3,middle,33,1,0,4.5977
228965728,longhua,2,2,62.0,low,23,0,1,4.1129
227732409,longhua,3,1,88.93,high,27,1,1,5.3413
228707417,longhua,4,2,187.39,high,14,1,1,5.8701
228970275,longhua,3,2,80.7,middle,29,0,0,5.7001
228579475,longhua,3,2,94.48,high,18,1,1,5.1863
228874719,longhua,4,1,105.04,low,32,1,1,8.0922
228578811,longhua,2,2,69.1,high,33,0,0,4.3415
228858012,longhua,1,1,42.61,high,13,1,1,4.5764
228968050,longhua,3,2,84.39,middle,32,1,1,6.3515
228264441,longhua,3,2,89.0,low,28,1,1,6.2921
228826738,longhua,3,2,88.0,middle,30,1,1,10.7955
227437362,longhua,3,2,86.58,middle,18,1,1,7.854
228980946,longhua,3,2,85.87,middle,33,1,0,4.4835
228566993,longhua,3,2,114.2,middle,24,1,0,5.2539
227325487,longhua,3,2,88.4,high,32,1,1,8.4842
226887732,longhua,2,1,77.25,low,16,1,0,5.3074
228872328,longhua,3,2,88.8,middle,32,1,1,6.7568
227054284,longhua,4,2,143.8,high,28,1,1,9.388
228569030,longhua,4,2,88.6,middle,30,1,0,7.3363
228880725,longhua,4,2,143.4,low,29,1,0,6.9596
228883180,longhua,3,2,88.95,middle,27,1,1,5.475
228405662,longhua,1,1,77.9,low,7,0,0,3.8511
228830351,longhua,2,2,63.9,middle,18,1,1,5.6338
227583148,longhua,3,2,78.33,middle,24,0,1,6.5875
228886913,longhua,3,2,89.8,middle,18,1,1,5.0111
226790413,longhua,3,2,89.29,low,18,1,1,7.6156
226557830,longhua,4,2,143.7,low,9,0,0,4.0014
228027864,longhua,3,2,84.93,low,28,1,1,8.2421
228829808,longhua,4,2,87.71,middle,32,0,1,10.1471
228597150,longhua,3,2,166.27,middle,29,1,0,9.6229
228933625,longhua,3,2,83.0,middle,26,0,0,5.1807
226930208,longhua,3,2,89.2,high,18,1,1,6.8386
228892510,longhua,4,2,88.68,high,26,0,1,7.3861
227782611,longhua,3,2,83.12,low,18,1,1,7.9163
228361866,longhua,3,2,87.58,low,33,1,0,5.4807
228784603,longhua,3,2,108.27,low,18,0,0,5.0337
228221591,longhua,4,2,115.06,low,7,0,1,4.0414
228463203,longhua,3,2,80.1,high,32,1,1,7.2409
227351294,longhua,3,2,88.4,low,31,1,1,8.1448
228597131,longhua,4,2,180.25,middle,26,1,0,9.3204
228766691,longhua,3,2,88.9,low,27,1,1,6.1867
227544326,longhua,3,2,86.8,low,49,1,1,6.6244
227394522,longhua,3,2,84.58,middle,31,1,1,7.3303
227643035,longhua,3,2,81.45,low,37,1,1,7.9804
227273566,longhua,4,1,88.98,middle,30,0,1,8.766
227954738,longhua,2,2,79.0,middle,8,1,1,4.8101
228974814,longhua,3,2,101.69,low,17,1,0,4.8677
228577195,longhua,3,2,82.0,low,31,0,0,4.3902
228522018,longhua,3,2,107.38,middle,24,1,0,5.2151
228633524,longhua,5,2,163.12,high,33,1,1,5.5052
228390339,longhua,3,2,91.4,middle,17,0,1,5.6893
228349143,longhua,4,2,118.7,low,27,1,1,5.2654
226857162,longhua,2,2,66.4,middle,30,1,1,7.3795
228946350,longhua,2,2,68.5,low,18,0,0,4.9051
228027281,longhua,3,2,87.25,low,48,1,1,7.6791
228829720,longhua,3,2,84.7,low,32,1,1,10.9563
228569085,longhua,2,2,50.2,middle,30,1,0,6.6733
228523053,longhua,3,1,88.31,low,31,1,1,11.5502
227801466,longhua,2,2,62.0,low,27,0,1,3.2258
228691101,longhua,4,2,162.9,middle,24,0,1,6.4457
228180189,longhua,3,2,88.5,middle,33,0,0,4.7458
227268630,longhua,4,2,142.76,middle,34,1,1,8.0555
228827829,longhua,3,2,83.0,middle,48,1,1,7.1084
228591207,longhua,3,2,89.51,middle,11,0,1,6.7032
228966738,longhua,3,2,86.88,high,25,0,0,4.2472
227705041,longhua,3,2,89.8,high,28,1,1,8.1849
228686862,longhua,4,2,87.0,low,31,0,0,4.9425
228949773,longhua,3,2,89.0,low,32,1,1,10.7865
228353967,longhua,5,2,125.0,low,31,0,0,5.6
228098732,longhua,1,1,40.09,middle,11,1,0,5.1135
226329561,longhua,1,1,42.24,middle,17,1,0,5.161
228883789,longhua,2,2,69.8,middle,33,0,0,4.7994
228837031,longhua,3,2,112.71,high,33,1,0,5.4831
228828081,longhua,3,2,81.65,low,48,1,1,7.1647
227407323,longhua,4,2,89.0,high,47,0,0,7.1685
228957765,longhua,2,2,71.5,low,17,1,0,4.8671
227644368,longhua,4,2,122.81,high,11,1,1,5.1706
228885754,longhua,3,2,80.6,middle,29,0,0,5.5831
227688225,longhua,2,2,74.0,middle,6,1,1,4.2568
227441884,longhua,4,2,127.14,low,31,1,1,4.6406
228687901,longhua,4,2,119.9,middle,31,1,1,8.432
228556529,longhua,4,2,86.6,low,31,0,0,4.9654
228143929,longhua,3,2,88.9,middle,10,0,0,5.2643
228658102,longhua,2,2,62.0,middle,29,1,1,7.7419
228954006,longhua,2,2,70.0,middle,28,1,1,7.3571
228563937,longhua,3,2,110.24,high,18,1,1,4.3541
227953415,longhua,4,2,86.36,middle,38,1,1,8.5688
227170077,longhua,2,2,72.9,high,11,1,0,6.4472
227759367,longhua,3,1,87.64,middle,25,1,0,5.2487
227759330,longhua,4,2,133.75,high,33,1,0,5.2336
228418587,longhua,3,2,185.71,low,29,1,1,7.5386
227971527,longhua,4,1,130.23,high,30,1,1,7.8323
228733325,longhua,3,2,100.46,middle,17,1,1,7.1471
228691273,longhua,5,2,88.1,low,34,1,1,10.1703
228880133,longhua,4,2,99.43,low,17,1,1,5.9539
228369469,longhua,3,2,70.45,high,31,1,0,6.8133
228886339,longhua,2,2,69.0,low,33,0,0,4.3188
228827692,longhua,4,2,140.0,middle,33,1,1,6.5714
227982245,longhua,5,2,139.3,low,11,1,1,5.6569
228352767,longhua,3,2,98.73,middle,7,1,1,4.1021
228900277,longhua,2,2,76.48,middle,17,1,0,4.7071
228980213,longhua,3,1,118.06,high,27,1,1,5.404
227389336,longhua,3,2,83.99,middle,31,1,1,7.739
228343026,longhua,1,1,36.0,high,13,1,1,6.1944
228958388,longhua,4,2,124.1,high,38,1,1,6.6882
228763089,longhua,2,2,78.0,low,30,1,1,7.8205
227793333,longhua,6,2,105.15,high,11,0,1,4.2986
227844199,longhua,4,2,88.4,low,32,0,1,9.7285
228556518,longhua,2,2,64.92,high,25,0,1,6.4387
228165125,longhua,3,2,88.5,middle,37,0,0,5.5367
228473202,longhua,3,2,88.3,middle,37,0,0,5.0963
228947359,longhua,4,2,89.3,low,31,1,1,12.8779
228962427,longhua,4,2,130.26,low,36,1,1,8.2758
227129849,longhua,4,2,140.9,middle,12,1,1,5.5926
228973379,longhua,6,2,156.69,low,30,1,1,5.1694
227547655,longhua,2,2,77.31,high,18,1,1,4.773
228963781,longhua,3,2,77.22,high,32,1,1,8.8708
228577291,longhua,3,2,88.1,high,31,0,0,4.5403
227688217,longhua,3,1,77.9,middle,6,1,1,4.172
227968603,longhua,3,2,104.1,low,18,1,1,4.4284
228827030,longhua,3,2,85.78,high,33,1,0,5.3043
227376883,longhua,2,1,70.25,middle,28,1,1,7.6157
228756977,longhua,3,2,90.0,middle,49,1,1,6.2222
228872603,longhua,4,1,127.31,low,39,1,1,8.0119
228981536,longhua,3,2,81.1,high,8,1,0,3.7978
227403226,longhua,3,2,88.26,low,30,1,1,8.0444
228869959,longhua,3,2,86.6,low,37,1,1,7.9099
226520712,longhua,5,2,88.7,high,30,0,1,7.1026
228844626,longhua,3,2,98.5,middle,11,1,1,4.8223
228703525,longhua,3,2,88.5,low,28,1,0,5.1412
228435925,longhua,3,2,83.11,middle,18,1,1,7.8811
227496874,longhua,4,2,87.7,low,30,0,1,9.9316
228964743,longhua,3,2,102.16,middle,24,1,0,5.1879
228525076,longhua,3,2,86.23,middle,29,0,1,7.2944
228894701,longhua,5,2,125.91,middle,29,0,0,5.5595
228579080,longhua,2,1,71.0,high,7,1,1,3.662
228680615,longhua,4,1,127.31,low,39,1,1,8.0119
228896464,longhua,3,2,116.56,middle,34,1,1,6.0055
228309516,longhua,2,2,76.0,middle,25,1,0,5.3289
228948733,longhua,3,2,89.8,high,33,1,1,7.3497
228536959,longhua,4,2,136.95,middle,32,1,1,6.5717
228899951,longhua,4,2,124.83,high,24,1,1,5.4474
228782297,longhua,4,2,106.4,low,32,0,0,4.8872
228846290,longhua,3,2,88.1,middle,30,0,0,4.3133
228391303,longhua,4,2,87.0,low,32,0,0,5.6322
227422605,longhua,4,2,93.7,high,19,1,1,5.7631
227058455,longhua,4,2,125.0,low,30,0,0,4.12
227582848,longhua,3,2,72.02,high,39,1,1,9.1364
227627314,longhua,3,2,77.1,middle,33,1,1,8.6641
228978253,longhua,2,2,62.02,middle,8,1,1,4.9178
228951937,longhua,3,2,103.19,middle,18,1,1,4.7485
227410618,longhua,5,2,88.82,high,30,0,1,7.2957
228307947,longhua,2,2,65.0,middle,7,1,1,5.4615
228480562,longhua,4,2,143.2,low,38,1,1,6.0615
228784065,longhua,3,2,96.96,high,33,1,0,5.8271
228184820,longhua,2,2,62.0,middle,29,1,1,8.1452
226902922,longhua,1,1,47.1,low,30,1,1,7.0488
228826368,longhua,3,2,88.7,low,33,0,0,4.7351
228556509,longhua,3,2,77.22,high,32,1,1,8.8708
228667988,longhua,3,2,87.13,low,48,1,1,7.4027
228688588,longhua,3,1,43.7,high,21,1,1,8.1922
228733164,longhua,3,2,89.4,middle,29,0,0,6.1521
228523931,longhua,4,2,88.68,high,26,0,1,7.3861
228446148,longhua,3,2,89.27,low,30,1,1,8.6255
227952850,longhua,4,2,113.6,middle,37,1,1,8.0986
228390417,longhua,4,2,112.9,middle,11,1,0,5.5802
228676891,longhua,3,2,89.6,middle,33,1,1,8.0915
228953872,longhua,3,2,74.2,low,31,0,0,6.4016
228952695,longhua,5,2,163.92,low,11,0,0,4.8804
226153342,longhua,3,2,87.9,middle,30,1,1,10.8077
227429588,longhua,3,1,78.9,low,48,1,1,8.0482
227442295,longhua,3,2,88.26,low,30,1,1,8.0444
228266691,longhua,4,2,95.93,low,11,1,1,5.8167
228881015,longhua,2,2,69.0,low,33,0,0,4.3594
228562499,longhua,3,2,82.5,middle,28,1,1,6.6545
228962143,longhua,3,2,87.02,middle,36,1,1,8.9635
227852899,longhua,4,2,146.0,low,17,1,1,5.5
228653241,longhua,4,2,178.74,high,32,1,1,10.63
228568867,longhua,5,2,139.15,high,30,1,0,7.5458
228577519,longhua,3,2,58.0,low,27,0,0,4.569
228940116,longhua,4,2,89.26,low,31,1,1,12.8837
228568341,longhua,3,2,84.0,middle,31,1,1,7.1429
228058500,longhua,3,2,112.77,high,32,1,0,4.8683
227400086,longhua,3,2,88.0,low,32,0,0,4.375
228622808,longhua,2,2,65.0,high,24,0,1,6.2308
228913970,longhua,1,1,42.96,middle,17,1,0,4.702
228868290,longhua,3,2,127.0,low,18,1,0,4.5276
228937367,longhua,3,2,106.6,middle,18,0,0,5.0188
228562012,longhua,1,1,50.9,middle,23,1,1,7.0727
228966621,longhua,3,2,82.7,high,25,0,0,4.2684
227394513,longhua,3,2,88.14,low,31,1,1,7.8852
228962323,longhua,4,2,130.26,low,36,1,1,8.2758
227998055,longhua,4,2,110.0,low,31,0,1,10.0
228977475,longhua,2,2,75.8,high,6,1,0,4.8285
226649972,longhua,2,2,69.0,middle,32,0,0,4.142
228967779,longhua,2,2,72.78,low,22,1,0,4.3419
228482258,longhua,2,2,71.0,high,13,1,1,5.8169
228732552,longhua,3,2,125.97,low,24,1,1,4.9218
228227281,longhua,1,1,41.5,high,17,1,0,5.1807
228556516,longhua,4,2,121.22,low,19,1,1,7.342
228976771,longhua,2,2,69.2,low,13,1,1,5.5636
228733165,longhua,3,2,80.0,middle,31,0,0,5.75
228786513,longhua,3,1,89.43,high,24,0,1,6.9887
227951304,longhua,2,1,66.92,high,33,1,1,8.9659
228950771,longhua,3,1,88.74,low,28,1,1,7.6065
228132575,longhua,2,1,52.9,middle,20,1,1,7.5614
228395625,longhua,4,2,84.0,high,32,0,0,4.881
228979857,longhua,2,2,73.5,high,16,0,0,4.2857
226634849,longhua,3,2,89.0,low,22,1,1,10.1124
227372243,longhua,3,2,82.18,low,33,1,1,7.9095
226929934,longhua,3,2,71.0,middle,30,0,1,5.9634
228913132,longhua,3,2,89.9,high,34,1,1,8.287
227519386,longhua,3,2,108.27,low,18,0,0,5.0337
227278789,longhua,3,2,88.7,low,32,1,1,6.5163
227409126,longhua,3,2,89.5,high,16,1,0,4.9162
226961190,longhua,2,2,72.83,middle,18,1,1,5.7669
228621435,longhua,2,2,66.4,middle,30,1,1,7.6807
227951694,longhua,3,2,67.5,middle,28,1,1,8.7111
227231577,longhua,3,2,109.0,high,29,1,0,5.211
227407305,longhua,3,2,81.41,high,38,1,1,8.1071
226658058,longhua,3,2,89.06,low,19,1,1,7.4669
228475329,longhua,3,2,87.6,low,37,0,0,5.137
228966960,longhua,2,2,74.5,low,6,1,0,4.7248
228958067,longhua,1,1,42.1,high,13,1,1,4.7031
228963047,longhua,2,2,62.02,middle,8,1,1,5.3531
228981942,longhua,3,2,88.75,low,33,1,1,8.6197
227018815,longhua,1,0,31.0,middle,28,1,1,6.7097
227638148,longhua,2,2,59.6,middle,30,1,1,7.5503
228956453,longhua,4,2,200.34,high,24,1,0,9.5837
228922443,longhua,3,2,88.0,low,31,0,0,4.4205
228979673,longhua,1,1,36.8,low,17,1,1,6.5761
227544244,longhua,4,2,179.0,low,54,1,1,5.5866
228489418,longhua,2,2,77.25,middle,6,0,1,4.2071
227134227,longhua,2,2,62.7,low,6,0,1,6.0606
226193070,longhua,2,2,67.4,low,15,1,1,6.3205
228308983,longhua,3,2,81.65,middle,48,1,1,7.4709
228623522,longhua,3,2,87.75,low,48,1,1,8.8319
227722339,longhua,3,2,112.0,low,33,1,0,5.1786
226572436,longhua,3,2,86.8,high,8,1,0,3.9171
228727096,longhua,3,2,88.0,middle,27,1,1,8.3864
228477617,longhua,4,2,127.1,low,31,1,1,5.7199
228980054,longhua,3,2,79.0,high,33,0,0,4.4937
228722033,longhua,2,1,67.46,middle,22,1,0,4.2247
226864122,longhua,2,1,66.87,middle,33,1,1,8.6735
228602315,longhua,3,2,88.1,high,18,1,0,4.8581
228451052,longhua,4,2,86.7,middle,38,1,1,7.5894
226510611,longhua,3,2,107.3,low,11,1,1,5.1258
227543742,longhua,5,2,200.0,high,41,1,0,6.9
228728972,longhua,6,2,168.94,low,39,1,1,8.7605
228541527,longhua,4,1,87.31,low,29,1,1,9.1628
228358971,longhua,3,2,80.54,middle,33,1,0,5.5873
228728730,longhua,2,2,68.9,high,13,1,1,6.0958
228390321,longhua,3,2,88.7,middle,34,1,1,8.7937
228577454,longhua,2,2,70.0,low,32,0,0,4.1143
228720623,longhua,1,1,36.3,middle,28,1,1,7.989
228390120,longhua,3,2,84.48,low,33,1,0,6.2737
228966744,longhua,2,2,77.0,middle,7,1,1,5.4286
228887811,longhua,1,1,56.0,middle,10,0,0,3.1786
227993854,longhua,4,2,87.0,low,31,0,0,4.7126
228952276,longhua,3,2,87.0,high,18,1,1,4.8276
